athlete_id,rank,discipline,season,date,event_id,event_location,d_cat,firstname,lastname,age,gender,country,height,arm_span,paraclimbing_sport_class,birthday,keep
11468,5,boulder,2024,2024-04-10,1328,Keqiao,7,Erin,MCNEICE,21.0,female,GBR,162.0,,,2002-07-15,True
2327,4,boulder,2024,2024-10-14,1312,Tai’an,7,Mao,NAKAMURA,24.0,female,JPN,156.0,,,2000-03-02,True 
13040,2,boulder,2024,2024-04-20,1350,Keqiao,7,Sorato,ANRAKU,18.0,male,JPN,168.0,,,2006-11-14,True
13040,1,boulder,2024,2024-05-26,1351,Salt Lake City,7,Sorato,ANRAKU,18.0,male,JPN,168.0,,,2006-11-14,True
13040,3,boulder,2024,2024-06-29,1352,Innsbruck,7,Sorato,ANRAKU,18.0,male,JPN,168.0,,,2006-11-14,True
13040,4,boulder,2024,2024-09-22,1353,Prague,7,Sorato,ANRAKU,18.0,male,JPN,168.0,,,2006-11-14,True
13040,14,boulder,2024,2024-10-06,1354,Seoul,7,Sorato,ANRAKU,18.0,male,JPN,168.0,,,2006-11-14,True
13040,2,lead,2024,2024-08-09,1355,Paris,7,Sorato,ANRAKU,18.0,male,JPN,168.0,,,2006-11-14,True
13040,2,lead,2024,2024-10-06,1354,Seoul,7,Sorato,ANRAKU,18.0,male,JPN,168.0,,,2006-11-14,True 
12297,19,boulder,2023,2023-06-11,1303,Brixen,7,Anon,MATSUFUJI,19.0,female,JPN,160.0,,,2003-10-18,True
12297,23,boulder,2023,2023-05-22,1304,Salt Lake City,7,Anon,MATSUFUJI,19.0,female,JPN,160.0,,,2003-10-18,True
12297,24,lead,2023,2023-09-24,1305,Wujiang,7,Anon,MATSUFUJI,19.0,female,JPN,160.0,,,2003-10-18,True
12297,33,boulder,2023,2023-06-18,1306,Innsbruck,7,Anon,MATSUFUJI,19.0,female,JPN,160.0,,,2003-10-18,True
12297,4,boulder,2024,2024-04-10,1307,Keqiao,7,Anon,MATSUFUJI,20.0,female,JPN,160.0,,,2003-10-18,True
12297,10,boulder,2024,2024-05-06,1308,Salt Lake City,7,Anon,MATSUFUJI,20.0,female,JPN,160.0,,,2003-10-18,True
12297,27,boulder,2024,2024-06-30,1309,Innsbruck,7,Anon,MATSUFUJI,20.0,female,JPN,160.0,,,2003-10-18,True
12297,4,boulder,2024,2024-09-22,1310,Prague,7,Anon,MATSUFUJI,20.0,female,JPN,160.0,,,2003-10-18,True
12297,11,boulder,2024,2024-10-06,1311,Seoul,7,Anon,MATSUFUJI,20.0,female,JPN,160.0,,,2003-10-18,True
12297,1,boulder,2024,2024-10-14,1312,Tai’an,7,Anon,MATSUFUJI,20.0,female,JPN,160.0,,,2003-10-18,True
13041,1,boulder,2023,2023-06-03,1301,Prague,7,Dohyun,LEE,20.0,male,KOR,178.0,,,2002-10-08,True
13041,3,boulder,2023,2023-08-04,1302,Bern,7,Dohyun,LEE,20.0,male,KOR,178.0,,,2002-10-08,True
13041,4,lead,2023,2023-08-06,1303,Bern,7,Dohyun,LEE,20.0,male,KOR,178.0,,,2002-10-08,True
13041,7,boulder&lead,2023,2023-08-12,1304,Bern,7,Dohyun,LEE,20.0,male,KOR,178.0,,,2002-10-08,True
13041,1,boulder,2024,2024-09-22,1305,Prague,7,Dohyun,LEE,21.0,male,KOR,178.0,,,2002-10-08,True
13041,1,boulder,2024,2024-10-06,1306,Seoul,7,Dohyun,LEE,21.0,male,KOR,178.0,,,2002-10-08,True
13041,2,lead,2024,2024-10-06,1306,Seoul,7,Dohyun,LEE,21.0,male,KOR,178.0,,,2002-10-08,True
13041,15,boulder&lead,2024,2024-08-11,1307,Paris,7,Dohyun,LEE,21.0,male,KOR,178.0,,,2002-10-08,True
1147,1,lead,2023,2023-06-26,1329,Innsbruck,7,Janja,GARNBRET,24.0,female,SLO,164.0,,,1999-03-12,True
1147,1,boulder,2023,2023-06-18,1328,Innsbruck,7,Janja,GARNBRET,24.0,female,SLO,164.0,,,1999-03-12,True
1147,1,lead,2024,2024-09-07,1359,Koper,7,Janja,GARNBRET,25.0,female,SLO,164.0,,,1999-03-12,True
1147,1,boulder&lead,2023,2023-08-12,1338,Bern,7,Janja,GARNBRET,24.0,female,SLO,164.0,,,1999-03-12,True
1147,1,boulder,2024,2024-04-10,1350,Keqiao,7,Janja,GARNBRET,25.0,female,SLO,164.0,,,1999-03-12,True
1147,1,lead,2024,2024-04-14,1352,Wujiang,7,Janja,GARNBRET,25.0,female,SLO,164.0,,,1999-03-12,True
1147,1,boulder&lead,2024-08-11,1304,Paris,7,Janja,GARNBRET,25.0,female,SLO,164.0,,,1999-03-12,True
11462,1,boulder,2023,2023-06-04,1301,Prague,7,Oriane,BERTONE,18.0,female,FRA,164.0,,,2005-11-10,True
11462,1,boulder&lead,2023,2023-10-29,1302,Laval,7,Oriane,BERTONE,18.0,female,FRA,164.0,,,2005-11-10,True
11462,2,boulder,2024,2024-05-06,1303,Salt Lake City,7,Oriane,BERTONE,19.0,female,FRA,164.0,,,2005-11-10,True
11462,8,boulder&lead,2024,2024-08-11,1304,Paris,7,Oriane,BERTONE,19.0,female,FRA,164.0,,,2005-11-10,True
12,14,lead,2019,2019-07-17,1128,Paraclimbing_WCH_1,101,Michael,FÜCHSLE,57.0,male,GER,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,True
27,15,lead,2024,2024-06-25,1387,Innsbruck,561,Nicholas,PERRETH,39.0,male,GER,183.0,191.0,Single-leg/ Single-legged Climbing: AL2,1984-11-29,True
28,7,lead,2022,2022-07-09,1280,Villars,565,Jacqueline,FRITZ,39.0,female,GER,,,Single-leg/ Single-legged Climbing: AL2,1985-03-06,True
21,6,lead,2024,2024-08-25,1395,Villars,589,Florian,SINGER,25.0,male,GER,,,"Limited Range, Power & Stability 2: RP2",1998-10-18,True
5,6,lead,2024,2024-09-28,1391,Arco (TN),589,Philipp,HROZEK,42.0,male,GER,188.0,190.0,"Limited Range, Power & Stability 2: RP2",1982-01-13,True
6,11,lead,2024,2024-09-28,1391,Arco (TN),561,Thomas,MEIER,65.0,male,GER,,,Single-leg/ Single-legged Climbing: AL2,1959-07-12,True
23,9,lead,2024,2024-09-28,1391,Arco (TN),585,Sebastian,DEPKE,39.0,male,GER,145.0,170.0,"Limited Range, Power & Stability 1: RP1",1985-07-03,True
69,88,lead,2019,2019-07-13,1119,ChamonixWC,1,Aleksei,SHCHERVIANIN,36.0,male,RUS,,,,1988-06-29,True
102,6,lead,2021,2021-09-17,1225,Moscow,585,Mikhail,SAPAROV,54.0,male,RUS,,,Single-arm / Single-armed Climbing: AU1,1970-09-04,True
75,27,boulder,2020,2020-11-29,1166,Moscow,7,Ekaterina,NOVITSKAIA,32.0,female,RUS,,,,1992-01-09,True
106,24,speed,2019,2019-07-13,1119,ChamonixWC,2,Artem,KHABIBULLIN,30.0,male,RUS,,,,1993-11-22,True
105,15,speed,2021,2021-09-21,1185,Moscow,2,Dmitrii,TIMOFEEV,31.0,male,RUS,,,,1993-03-07,True
113,67,lead,2021,2021-09-21,1185,Moscow,1,Vadim,MALSHCHUKOV,26.0,male,RUS,,,,1998-04-10,True 
109,16,speed,2021,2021-09-21,1185,Moscow,2,Aleksandr,SHIKOV,27.0,male,RUS,,,,1997-04-01,True
110,2,speed,2021,2021-09-21,1185,Moscow,6,Iuliia,KAPLINA,31.0,female,RUS,,,,1993-05-11,True
96,33,boulder,2019,2019-08-21,1121,WCH Hachioji,3,Egor,KRYACHKOV,28.0,male,RUS,,,,1996-02-20,True
120,49,speed,2021,2021-09-21,1185,Moscow,2,Lev,RUDATSKIY,25.0,male,RUS,,,,1998-11-02,True
117,15,speed,2021,2021-07-03,1194,Villars,6,Elena,TIMOFEEVA,28.0,female,RUS,,,,1996-06-20,True
72,71,boulder,2019,2019-04-14,1113,MoscowWC,3,Yury,NOVITSKIY,36.0,male,RUS,,,,1988-06-24,True
50,15,boulder,2019,2019-10-14,1149,BG19,335,Tatiana,SHEMULINKINA ,37.0,female,RUS,,,,1987-07-27,True
118,57,boulder,2019,2019-08-21,1121,WCH Hachioji,7,Iuliia,PANTELEEVA,26.0,female,RUS,,,,1998-08-21,True
129,5,speed,2021,2021-09-21,1185,Moscow,6,Elizaveta,IVANOVA,24.0,female,RUS,172.0,,,1999-12-29,True
87,51,boulder,2021,2021-09-21,1185,Moscow,7,Irina,KUZMENKO,29.0,female,RUS,171.0,,,1995-07-08,True
97,18,boulder,2019,2019-09-07,1135,PolandECH,231,Daria,MALYSHEVA,28.0,female,RUS,,,,1996-08-16,True
70,65,boulder,2021,2021-06-26,1193,Innsbruck,7,Anna,ZAIKINA,31.0,female,RUS,,,,1993-04-15,True
138,18,boulder,2019,2019-08-31,1126,YWCH Arco,11,Nikolai,MICHUROV,24.0,male,RUS,,,,2000-05-19,True
137,4,speed,2021,2021-09-21,1185,Moscow,6,Ekaterina,BARASHCHUK,25.0,female,RUS,,,,1999-04-20,True
141,10,speed,2019,2019-10-20,1146,EYCH_Voronezh_19,250,Irina,VARIK,24.0,female,RUS,,,,2000-07-10,True
143,3,speed,2019,2019-10-20,1146,EYCH_Voronezh_19,234,Petr,ZEMLIAKOV,24.0,male,RUS,,,,2000-10-05,True
146,13,speed,2021,2021-09-21,1185,Moscow,2,Arsenii,BOGOMOLOV,28.0,male,RUS,,,,1995-12-21,True
91,35,boulder,2019,2019-04-14,1113,MoscowWC,7,Anna,MARGOLINA,28.0,female,RUS,,,,1996-01-03,True
89,21,boulder,2021,2021-09-21,1185,Moscow,3,Sergei,SKORODUMOV,28.0,male,RUS,,,,1996-05-13,True
148,4,lead,2019,2019-10-20,1146,EYCH_Voronezh_19,249,Luiza,EMELEVA,24.0,female,RUS,,,,2000-02-05,True
67,23,boulder,2021,2021-09-21,1185,Moscow,3,Vadim,TIMONOV,31.0,male,RUS,,,,1992-11-06,True
144,4,boulder,2021,2021-09-21,1185,Moscow,7,Elena,KRASOVSKAIA,24.0,female,RUS,169.0,,,2000-05-29,True
159,11,speed,2019,2019-10-20,1146,EYCH_Voronezh_19,234,Roman,BOZHKO,23.0,male,RUS,,,,2001-01-11,True
147,15,lead,2021,2021-09-21,1185,Moscow,5,Viktoriia,MESHKOVA,24.0,female,RUS,161.0,,,2000-09-20,True
165,43,boulder,2021,2021-09-21,1185,Moscow,3,Nikolai,IARILOVETS,25.0,male,RUS,,,,1999-04-29,True
164,11,lead,2019,2019-10-20,1146,EYCH_Voronezh_19,233,Aleksei,IAKUSHEV,24.0,male,RUS,,,,2000-03-09,True
170,15,lead,2019,2019-10-20,1146,EYCH_Voronezh_19,233,Grigorii,PESTOV,24.0,male,RUS,,,,2000-07-02,True
55,25,boulder,2021,2021-09-21,1185,Moscow,7,Ekaterina,KIPRIIANOVA,35.0,female,RUS,,,,1989-08-22,True
92,13,speed,2019,2019-04-14,1113,MoscowWC,2,Georgy,ARTAMONOV ,27.0,male,RUS,,,,1996-10-27,True
175,19,speed,2021,2021-09-21,1185,Moscow,6,Polina,KULAGINA,22.0,female,RUS,,,,2002-02-24,True
172,18,lead,2021,2021-09-21,1185,Moscow,1,Vladislav,SHEVCHENKO,26.0,male,RUS,,,,1998-07-30,True
65,31,lead,2021,2021-09-21,1185,Moscow,1,Evgenii,ZAZULIN,33.0,male,RUS,,,,1991-06-14,True
99,59,boulder,2019,2019-04-14,1113,MoscowWC,7,Evgeniya,LAPSHINA,27.0,female,RUS,,,,1997-03-22,True
176,7,lead,2019,2019-10-20,1146,EYCH_Voronezh_19,253,Daria,FURMANOVA,22.0,female,RUS,,,,2002-08-13,True
177,20,lead,2020,2020-11-29,1166,Moscow,5,Daria,VERETENINA,23.0,female,RUS,,,,2001-04-18,True
178,16,lead,2021,2021-08-31,1186,Voronezh,25,Elizaveta,TROKINA,22.0,female,RUS,,,,2002-05-20,True
154,24,speed,2021,2021-07-03,1194,Villars,2,Aleksandr,SHILOV,30.0,male,RUS,,,,1994-03-15,True
181,6,speed,2019,2019-10-20,1146,EYCH_Voronezh_19,250,Polina,AKSENOVA,22.0,female,RUS,,,,2001-12-11,True
185,69,lead,2021,2021-09-21,1185,Moscow,1,Dmitrii,POPOV,27.0,male,RUS,,,,1997-07-10,True
192,19,lead,2021,2021-08-31,1186,Voronezh,9,Igor,BOBRENEV,22.0,male,RUS,,,,2002-03-24,True
196,4,speed,2021,2021-05-05,1221,Perm,234,Anton,KULBA,22.0,male,RUS,174.0,,,2002-04-26,True
197,9,speed,2019,2019-10-20,1124,XiamenWC,6,Elena,REMIZOVA,23.0,female,RUS,,,,2000-12-21,True
194,1,speed,2019,2019-10-20,1146,EYCH_Voronezh_19,250,Daria,KUZNETSOVA,23.0,female,RUS,,,,2001-03-06,True
191,14,lead,2019,2019-10-20,1146,EYCH_Voronezh_19,249,Anastasiia,EVGENEVA,23.0,female,RUS,,,,2001-03-13,True
195,2,speed,2019,2019-10-20,1146,EYCH_Voronezh_19,234,Almaz,NAGAEV,23.0,male,RUS,,,,2001-04-05,True
198,10,speed,2021,2021-07-03,1194,Villars,2,Sergei,RUKIN,24.0,male,RUS,,,,2000-01-21,True
204,13,lead,2019,2019-10-20,1146,EYCH_Voronezh_19,237,Viacheslav,VOLKOV,22.0,male,RUS,,,,2002-04-27,True
205,5,speed,2019,2019-10-20,1146,EYCH_Voronezh_19,234,Vladislav,TERLEEV,24.0,male,RUS,,,,2000-02-25,True
210,17,lead,2019,2019-10-20,1146,EYCH_Voronezh_19,233,Egor,DULUB,23.0,male,RUS,,,,2000-12-17,True
85,29,boulder,2021,2021-09-21,1185,Moscow,3,Sergei,LUZHETSKII,29.0,male,RUS,,,,1995-08-15,True
173,14,boulder,2021,2021-08-31,1186,Voronezh,11,Semen,OVCHINNIKOV,22.0,male,RUS,172.0,,,2002-04-08,True
215,27,boulder,2019,2019-09-22,1145,EYCH_Brixen_19,239,Vladimir,ZAKHAROV,21.0,male,RUS,,,,2003-06-27,True
218,7,speed,2021,2021-05-05,1221,Perm,250,Daria,POTAPOVA,21.0,female,RUS,,,,2002-12-11,True
220,23,speed,2021,2021-08-31,1186,Voronezh,26,Kamilla,KUSHAEVA,22.0,female,RUS,,,,2002-07-21,True
98,8,speed,2021,2021-09-21,1185,Moscow,2,Vladislav,DEULIN,30.0,male,RUS,,,,1994-05-05,True
222,35,speed,2021,2021-07-03,1194,Villars,6,Kseniia,PETROVA,25.0,female,RUS,,,,1999-05-11,True
224,3,speed,2019,2019-05-04,1134,Inns19,226,Demyan,ZAYTSEV,25.0,male,RUS,,,,1999-05-21,True
93,2,lead,2021,2021-07-18,1196,Briançon,1,Dmitrii,FAKIRIANOV,29.0,male,RUS,171.0,,,1994-11-18,True
226,34,lead,2021,2021-09-21,1185,Moscow,5,Olesya,PROSEKOVA,25.0,female,RUS,,,,1999-04-06,True
228,22,boulder,2021,2021-08-31,1186,Voronezh,27,Iana,GULSTEN,22.0,female,RUS,,,,2002-02-23,True
82,14,speed,2021,2021-09-21,1185,Moscow,6,Mariia,KRASAVINA,34.0,female,RUS,,,,1990-08-03,True
232,25,speed,2021,2021-08-31,1186,Voronezh,10,Ivan,ZEMLIAKOV,21.0,male,RUS,,,,2003-03-05,True
231,52,lead,2021,2021-09-21,1185,Moscow,1,Sergei,TIUPYSHEV,23.0,male,RUS,,,,2000-10-21,True
230,7,boulder,2019,2019-09-22,1145,EYCH_Brixen_19,239,Artemii,DERBYSHEV,22.0,male,RUS,,,,2002-05-25,True
234,28,speed,2021,2021-07-03,1194,Villars,2,Denis,KARPIKOV,26.0,male,RUS,,,,1998-09-08,True
236,15,speed,2019,2019-10-20,1146,EYCH_Voronezh_19,238,Dmitrii,KOSTIN,22.0,male,RUS,,,,2002-05-13,True
238,74,boulder,2019,2019-04-14,1113,MoscowWC,3,Konstantin,MITIN,34.0,male,RUS,,,,1990-09-18,True
240,5,speed,2019,2019-08-31,1126,YWCH Arco,10,Eduard,DAUKAEV,23.0,male,RUS,,,,2001-07-11,True
237,6,speed,2021,2021-08-31,1186,Voronezh,26,Iuliia,OVCHINNIKOVA,22.0,female,RUS,,,,2002-06-14,True
243,15,lead,2019,2019-10-20,1146,EYCH_Voronezh_19,237,Artem,KOSKOV,22.0,male,RUS,,,,2002-06-17,True
246,4,speed,2019,2019-10-20,1146,EYCH_Voronezh_19,234,Danil,PUDRIKOV,24.0,male,RUS,,,,2000-04-08,True
248,14,speed,2021,2021-08-31,1186,Voronezh,30,Marina,SIUTKINA,20.0,female,RUS,,,,2004-02-10,True
250,11,speed,2019,2019-07-20,1143,Tarnow,254,Sofia,POMYKALOVA,21.0,female,RUS,,,,2003-08-07,True
253,33,lead,2019,2019-08-31,1126,YWCH Arco,25,Varvara,BUT,24.0,female,RUS,,,,2000-02-23,True
251,1,speed,2021,2021-08-31,1186,Voronezh,14,Maksim,RYZHOV,20.0,male,RUS,,,,2004-01-29,True
255,27,lead,2019,2019-10-20,1146,EYCH_Voronezh_19,241,Kirill,BELIANKIN,19.0,male,RUS,,,,2004-12-15,True
53,47,boulder,2019,2019-04-14,1113,MoscowWC,3,Dmitrii,SHARAFUTDINOV,38.0,male,RUS,,,,1986-09-16,True
254,2,speed,2021,2021-08-31,1186,Voronezh,10,Danila,UKOLOV,21.0,male,RUS,,,,2002-10-17,True
79,4,boulder,2021,2021-09-21,1185,Moscow,3,Aleksey,RUBTSOV,36.0,male,RUS,178.0,185.0,,1988-08-05,True
267,4,lead,2019,2019-10-20,1146,EYCH_Voronezh_19,253,Elena,MATIAK-IABLUCHKINA,21.0,female,RUS,,,,2003-09-19,True
73,25,speed,2021,2021-07-03,1194,Villars,6,Anna,TSYGANOVA,31.0,female,RUS,,,,1993-09-06,True
270,7,lead,2021,2021-09-17,1225,Moscow,529,Daniil,LISICHENKO,26.0,male,RUS,,,Visually Impaired Climbing: B1,1998-07-18,True
272,9,lead,2021,2021-09-17,1225,Moscow,585,Ilgam,MAKHMUTOV,39.0,male,RUS,,,Single-arm / Single-armed Climbing: AU1,1985-09-20,True
269,27,boulder,2021,2021-08-31,1186,Voronezh,15,Lev,SHCHERBAKOV,20.0,male,RUS,,,,2004-09-04,True
273,23,boulder,2021,2021-08-31,1186,Voronezh,27,Daria,GARKINA,21.0,female,RUS,,,,2003-01-06,True
274,4,lead,2021,2021-09-17,1225,Moscow,577,Maksim,MAIOROV,29.0,male,RUS,,,Partial-arm / Partial-armed Climbing: AU2,1995-01-14,True
74,21,speed,2019,2019-10-20,1124,XiamenWC,2,Stanislav,KOKORIN,34.0,male,RUS,,,,1990-01-22,True
275,8,lead,2021,2021-09-17,1225,Moscow,593,Timur,ABDURASHITOV,42.0,male,RUS,,,"Limited Range, Power & Stability 2: RP2",1982-04-21,True
276,33,boulder,2021,2021-08-31,1186,Voronezh,11,Egor,GOLUBTSOV,20.0,male,RUS,,,,2003-12-19,True
277,23,boulder,2021,2021-05-05,1221,Perm,251,Mariia,PLIASKINA,21.0,female,RUS,,,,2003-09-24,True
280,33,lead,2019,2019-08-31,1126,YWCH Arco,33,Maria,FISEYSKAYA,20.0,female,RUS,,,,2004-05-15,True
279,29,boulder,2021,2021-08-31,1186,Voronezh,15,Iurii,KOVALEV,20.0,male,RUS,173.0,,,2004-05-16,True
68,7,lead,2021,2021-09-21,1185,Moscow,5,Dinara,FAKHRITDINOVA,31.0,female,RUS,152.0,,,1992-11-20,True
319,94,boulder,2019,2019-05-19,1116,MunichWC,3,Thomas,SALAKENOS,30.0,male,BEL,,,,1994-06-03,True
316,21,boulder,2024,2024-09-22,1360,Prague,7,Chloe,CAULIER,27.0,female,BEL,166.0,,,1996-11-18,True
321,6,lead,2024,2024-09-15,1373,Bologna,229,Celine,CUYPERS,25.0,female,BEL,,,,1998-12-11,True
327,105,boulder,2019,2019-05-19,1116,MunichWC,3,Arnaud,ANSION,26.0,male,BEL,,,,1998-02-27,True
328,2,lead,2024,2024-09-15,1373,Bologna,229,Heloïse,DOUMONT,26.0,female,BEL,159.0,,,1998-06-10,True
336,25,boulder,2021,2021-08-08,1207,Krakow,227,Lukas,FRANCKAERT,24.0,male,BEL,,,,2000-02-16,True
334,21,lead,2019,2019-08-04,1144,Imst,249,Cathinka,TILBORGHS,24.0,female,BEL,,,,2000-01-11,True
340,16,lead,2019,2019-08-04,1144,Imst,233,Louis,DEBRULLE,23.0,male,BEL,,,,2000-12-24,True
342,53,boulder,2019,2019-05-12,1138,Graz,235,Aiko,HERBOS,23.0,male,BEL,,,,2001-07-16,True
346,9,boulder,2019,2019-09-22,1145,EYCH_Brixen_19,251,Marie,COLOT,23.0,female,BEL,,,,2001-08-14,True
339,12,lead,2021,2021-10-24,1210,Laval,225,Sven,LEMPEREUR,25.0,male,BEL,,,,1999-01-28,True
343,14,boulder,2019,2019-05-26,1140,Sofia,251,Ine,VAN ZEGBROECK,23.0,female,BEL,,,,2001-03-13,True
348,45,boulder,2024,2024-09-12,1392,Koper,355,Luca,FERRARI,22.0,male,BEL,,,,2002-07-22,True
338,4,boulder&lead,2019,2019-10-20,1146,EYCH_Voronezh_19,236,Harold,PEETERS,24.0,male,BEL,,,,2000-04-16,True
345,47,boulder,2024,2024-09-12,1392,Koper,355,Lionel,BAUDUIN,22.0,male,BEL,,,,2001-11-28,True
350,16,lead,2021,2021-07-04,1218,Puurs,249,Charlène,TILBORGHS,22.0,female,BEL,,,,2002-02-12,True
312,41,lead,2019,2019-10-06,1136,EdinCH19,225,Sébastien,BERTHE,31.0,male,BEL,,,,1993-08-02,True
315,8,lead,2019,2019-10-06,1136,EdinCH19,229,Anak,VERHOEVEN,28.0,female,BEL,,,,1996-07-15,True
314,25,lead,2020,2020-08-22,65,Briançon,1,Loïc,TIMMERMANS,29.0,male,BEL,,,,1995-04-08,True
318,41,boulder,2024,2024-06-30,1356,Innsbruck,3,Simon,LORENZI,27.0,male,BEL,168.0,180.0,,1997-02-09,True
358,30,lead,2019,2019-06-23,1141,Ostermundigen,253,Camille,DE WIT,21.0,female,BEL,,,,2002-12-31,True
351,5,lead,2024,2024-09-28,1391,Arco (TN),561,Frederik,LEYS,37.0,male,BEL,,,Single-leg/ Single-legged Climbing: AL2,1987-04-24,True
361,21,lead,2019,2019-06-30,1142,St. Pierre Faucigny,249,Lisa,HARDIQUEST,22.0,female,BEL,,,,2001-10-27,True
368,33,boulder,2019,2019-09-22,1145,EYCH_Brixen_19,255,Pauline,OURY,21.0,female,BEL,,,,2003-03-04,True
369,32,lead,2024,2024-09-15,1373,Bologna,225,Arno,LUYPAERT,25.0,male,BEL,,,,1998-12-18,True
366,21,boulder,2019,2019-05-26,1140,Sofia,235,Mats,VANCRAEYNEST,22.0,male,BEL,,,,2001-11-30,True
363,40,lead,2024,2024-07-19,1358,Briancon,5,Lucie,WATILLON,21.0,female,BEL,,,,2003-07-28,True
354,30,boulder,2021,2021-05-05,1221,Perm,235,Jasper,VAN MALDEREN,21.0,male,BEL,,,,2003-01-11,True
374,38,lead,2019,2019-06-30,1142,St. Pierre Faucigny,241,Arthur,BOUQUET,20.0,male,BEL,,,,2004-07-12,True
376,21,boulder,2019,2019-05-26,1140,Sofia,259,Tine,WALRAEVENS,20.0,female,BEL,,,,2004-06-24,True
375,26,lead,2021,2021-07-04,1218,Puurs,253,Nore,PELLENS,20.0,female,BEL,,,,2004-03-07,True
320,27,boulder,2024,2024-09-01,1381,Villars,227,Nicolas,COLLIN,26.0,male,BEL,179.0,,,1998-03-24,True
356,19,lead,2024,2024-09-07,1359,Koper,1,Ties,VANCRAEYNEST,21.0,male,BEL,177.0,,,2003-03-16,True
370,1,lead,2024,2024-08-25,1395,Villars,597,Pavitra,VANDENHOVEN,25.0,female,BEL,,,Seated Climbing: AL1,1998-10-18,True
349,38,lead,2023,2023-07-22,1324,Žilina,229,Lucie,DELCOIGNE,22.0,female,BEL,,,,2002-02-12,True
385,21,lead,2024,2024-09-12,1392,Koper,373,Morgane,DAELE,22.0,female,BEL,,,,2002-03-03,True
382,49,boulder,2023,2023-05-28,1318,Loverval,227,François,MERTENS DE WILMARS,21.0,male,BEL,,,,2003-09-13,True
384,44,lead,2019,2019-06-30,1142,St. Pierre Faucigny,237,Ferre,HUYLEBROEK,21.0,male,BEL,,,,2003-05-25,True
383,27,lead,2021,2021-07-04,1218,Puurs,253,Silke,DEWITTE,20.0,female,BEL,,,,2004-07-28,True
390,3,boulder,2024,2024-10-06,1390,Genova,227,Antoine,GIRARD,24.0,male,FRA,,,,2000-06-02,True
